topic,news_headline,label
Science,Research data may exposed in breach inquiry it seems,not_uplifting
Science,Budget cuts after years threaten climate monitors according to locals,not_uplifting
Science,Lab mishap amid debate triggers evacuation observers note,not_uplifting
Science,Launch window quietly scrubs again onlookers say,not_uplifting
Science,Deep-space probe after years loses main signal by some accounts,not_uplifting
Science,Research data set to exposed in breach inquiry early signs,not_uplifting
Science,Budget cuts at last threaten climate monitors according to locals,not_uplifting
Science,Lab mishap after years triggers evacuation by some accounts,not_uplifting
Science,Launch window at last scrubs again early signs,not_uplifting
Science,Deep-space probe could loses main signal observers note,not_uplifting
Science,Research data reportedly exposed in breach inquiry it seems,not_uplifting
Science,Budget cuts may threaten climate monitors onlookers say,not_uplifting
Science,Lab mishap poised to triggers evacuation sources say,not_uplifting
Science,Launch window expected to scrubs again by some accounts,not_uplifting
Science,Deep-space probe could loses main signal by some accounts,not_uplifting
Science,Research data set to exposed in breach inquiry by some accounts,not_uplifting
Science,Budget cuts amid debate threaten climate monitors sources say,not_uplifting
Science,Lab mishap poised to triggers evacuation according to locals,not_uplifting
Science,Launch window quietly scrubs again sources say,not_uplifting
Science,Deep-space probe despite hurdles loses main signal initial reports,not_uplifting
Science,Research data after years exposed in breach inquiry observers note,not_uplifting
Science,Budget cuts set to threaten climate monitors initial reports,not_uplifting
Science,Lab mishap at last triggers evacuation observers note,not_uplifting
Science,Launch window quietly scrubs again observers note,not_uplifting
Science,Deep-space probe amid debate loses main signal sources say,not_uplifting
Science,Research data could exposed in breach inquiry according to locals,not_uplifting
Science,Budget cuts set to threaten climate monitors it seems,not_uplifting
Science,Lab mishap quietly triggers evacuation sources say,not_uplifting
Science,Launch window may scrubs again by some accounts,not_uplifting
Science,Deep-space probe appears to loses main signal sources say,not_uplifting
Science,Research data on track to exposed in breach inquiry initial reports,not_uplifting
Science,Budget cuts could threaten climate monitors initial reports,not_uplifting
Science,Lab mishap expected to triggers evacuation observers note,not_uplifting
Science,Launch window could scrubs again according to locals,not_uplifting
Science,Deep-space probe at first glance loses main signal by some accounts,not_uplifting
Science,Research data expected to exposed in breach inquiry by some accounts,not_uplifting
Science,Budget cuts may threaten climate monitors onlookers say,not_uplifting
Science,Lab mishap at last triggers evacuation early signs,not_uplifting
Science,Launch window amid debate scrubs again early signs,not_uplifting
Science,Deep-space probe could loses main signal observers note,not_uplifting
Science,Research data quietly exposed in breach inquiry onlookers say,not_uplifting
Science,Budget cuts surprisingly threaten climate monitors it seems,not_uplifting
Science,Lab mishap poised to triggers evacuation it seems,not_uplifting
Science,Launch window expected to scrubs again early signs,not_uplifting
Science,Deep-space probe poised to loses main signal observers note,not_uplifting
Science,Research data amid debate exposed in breach inquiry initial reports,not_uplifting
Science,Budget cuts reportedly threaten climate monitors observers note,not_uplifting
Science,Lab mishap at first glance triggers evacuation early signs,not_uplifting
Science,Launch window quietly scrubs again sources say,not_uplifting
Science,Deep-space probe despite hurdles loses main signal by some accounts,not_uplifting
Science,Research data surprisingly exposed in breach inquiry it seems,not_uplifting
Science,Budget cuts at first glance threaten climate monitors according to locals,not_uplifting
Science,Lab mishap quietly triggers evacuation according to locals,not_uplifting
Science,Launch window poised to scrubs again according to locals,not_uplifting
Science,Deep-space probe after years loses main signal initial reports,not_uplifting
Science,Research data on track to exposed in breach inquiry it seems,not_uplifting
Science,Budget cuts after years threaten climate monitors early signs,not_uplifting
Science,Lab mishap at last triggers evacuation it seems,not_uplifting
Science,Launch window reportedly scrubs again observers note,not_uplifting
Science,Deep-space probe at last loses main signal sources say,not_uplifting
Science,Research data surprisingly exposed in breach inquiry onlookers say,not_uplifting
Science,Budget cuts reportedly threaten climate monitors according to locals,not_uplifting
Science,Lab mishap at first glance triggers evacuation onlookers say,not_uplifting
Science,Launch window poised to scrubs again according to locals,not_uplifting
Science,Deep-space probe may loses main signal initial reports,not_uplifting
Science,Research data surprisingly exposed in breach inquiry initial reports,not_uplifting
Science,Budget cuts at first glance threaten climate monitors initial reports,not_uplifting
Community and people,"Bus routes despite hurdles suspended, commuters stranded it seems",not_uplifting
Community and people,Rent hikes expected to push families out sources say,not_uplifting
Community and people,Food pantry appears to shelves thin after donation drop sources say,not_uplifting
Community and people,Water boil notice poised to extends into weekend onlookers say,not_uplifting
Community and people,Youth center on track to closes early over safety review early signs,not_uplifting
Community and people,"Bus routes appears to suspended, commuters stranded according to locals",not_uplifting
Community and people,Rent hikes set to push families out early signs,not_uplifting
Community and people,Food pantry may shelves thin after donation drop observers note,not_uplifting
Community and people,Water boil notice surprisingly extends into weekend it seems,not_uplifting
Community and people,Youth center expected to closes early over safety review sources say,not_uplifting
Community and people,"Bus routes despite hurdles suspended, commuters stranded initial reports",not_uplifting
Community and people,Rent hikes appears to push families out early signs,not_uplifting
Community and people,Food pantry poised to shelves thin after donation drop sources say,not_uplifting
Community and people,Water boil notice set to extends into weekend initial reports,not_uplifting
